Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 NSW1 ,Project,Marulan BESS,Ratch Australia, Storage - Battery ,Other - Other,,56, -   , 1.50 , -   , 84.00 , 84.00 ,162.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3022,,May 2025,
 NSW1 ,Project,Marulan Solar Farm,Marulan Solar Farm Pty Ltd, Solar PV - Dual axis tracking ,Solar - Solar,,56, 3.40 , 3.70 , 190.40 , 207.20 , 190.40 - 207.20 ,, Publicly Announced ,SS,Dec 2025,,,Proposed, Solar ,2690,,May 2025,13-03-2025
 QLD1 ,Existing Plant,Maryrorough Solar Farm,Maryrorough Solar Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,MARYRSF1,1, 34.50 , 34.50 , 34.50 , 34.50 , 34.50 ,, In Service ,SS,Mar 2021,2048,,Existing less Announced Withdrawal, Solar ,1689,,May 2025,19-03-2025
 VIC1 ,Project,Maryvale Energy From Waste,Maryvale Energy from Waste Project Company, Turbine - Steam Super Critical ,Renewable Biomass or Waste - Municipal Solid Waste,,1, 70.00 , 70.00 , 70.00 , 70.00 , 70.00 ,, Publicly Announced ,NS,,,,Proposed,,3027,,May 2025,
 NSW1 ,Project,Maryvale Solar and Energy Storage System,Maryvale Solar Farm Pty Ltd , Solar PV - Single axis tracking ,Solar - Solar,,61, -   , 2.82 , -   , 172.02 , 172.02 ,, Anticipated ,SS,Feb 2027,2062,,Anticipated, Solar ,1595,,May 2025,28-03-2025
 NSW1 ,Project,Maryvale Solar and Energy Storage System,Maryvale Solar Farm Pty Ltd , Storage - Battery ,Other - Other,,61,, 2.82 ,, 172.02 , 172.02 ,408.00, Anticipated ,S,Feb 2027,2062,,Anticipated, Battery Storage ,1595,,May 2025,28-03-2025
 NSW1 ,Project,Maules Creek BESS,FRV Services Australia Pty Ltd, Storage - Battery ,Other - Other,,18, 4.00 , 4.50 , 72.00 , 81.00 , 72.00 - 81.00 ,80.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2531,N00121,Feb 2025,12-03-2025
 NSW1 ,Project,Maules Creek Solar Farm,FRV Services Australia Pty Ltd, Solar PV - Fixed ,Solar - Solar,,14, 3.43 , 4.50 , 48.02 , 63.00 , 48.02 - 63.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2530,N00121,Feb 2025,12-03-2025
 NSW1 ,Project,Maxwell Downs Solar Farm - KCI,X-Elio Holbrook Trust, Solar PV - Single axis tracking ,Solar - Solar,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2368,N00096,Feb 2025,13-03-2025
 NSW1 ,Project,McCullys Gap BESS,BW ESS, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,800.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3039,,,
 NSW1 ,Project,McMahons Reef Solar Farm,Enerparc Australia Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,28, 4.40 , 4.40 , 123.20 , 123.20 , 123.20 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2475,N00110,Feb 2025,01-11-2024
 VIC1 ,Project,Meadow Creek Solar Farm - KCI, Clean Technologies Partners, Solar PV - Fixed ,Solar - Solar,,1, 180.00 , 180.00 , 180.00 , 180.00 , 180.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2361,V00057,Sep 2023,
 TAS1 ,Existing Plant,Meadowbank,Hydro-Electric Corporation, Hydro - Dam ,Hydro - Water,MEADOWBK,1, 40.00 , 40.00 , 40.00 , 40.00 , 40.00 ,, In Service ,S,,2100,,Existing less Announced Withdrawal, Water ,1133,,Feb 2025,21-03-2025
 VIC1 ,Project,Meering BESS,Virya Energy Pty Ltd, Storage - Battery ,Wind - Wind,,1, 250.00 , 250.00 , 250.00 , 250.00 , 250.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2878,,,
 VIC1 ,Project,Meering Wind Farm,Virya Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 "," 1,500.00 ",, Publicly Announced ,SS,,,,Proposed, Wind ,2877,,,
 VIC1 ,Project,Melbourne Grid Battery - KCI,Lumea, Storage - Battery ,Other - Other,,1,, -   ,, -   , Zero Capacity Or None Specified ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2711,V00114,Nov 2024,28-03-2024
 VIC1 ,Existing Plant,Melbourne Regional Landfill,Landfill Operations Pty Ltd, Reciprocating Engine - Spark ignition ,Renewable Biomass or Waste - Landfill Gas,,1,, 8.88 ,, 8.88 , 8.88 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Biomass ,2862,,,
 VIC1 ,Project,Melbourne Renewable Energy Complex,Elgin Energy Pty Ltd, Storage - Battery ,Other - Other,,1,, 250.00 ,, 250.00 , 250.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2706,V00060,May 2025,
 VIC1 ,Project,Melbourne Renewable Energy Hub - Side A,MREH Pty Ltd as trustee for MREH Asset Trust, Storage - Battery ,Other - Other,,1, 600.00 , 600.00 , 600.00 , 600.00 , 600.00 ,1600.00, Committed ,S,Nov 2025,2050,,Committed, Battery Storage ,1859,V00001,May 2025,19-03-2025
 VIC1 ,Project,Melbourne Renewable Energy Hub - Side B,MREH Pty Ltd as trustee for MREH Asset Trust, Storage - Battery ,Other - Other,,1, 600.00 , 600.00 , 600.00 , 600.00 , 600.00 ,2400.00, Publicly Announced ,S,Dec 2028,,,Proposed, Battery Storage ,2617,V00115,Feb 2025,14-03-2025
 VIC1 ,Project,Melbourne Solar Farm - KCI, Emergent Technologies, Solar PV - Fixed ,Solar - Solar,,1, 350.00 , 350.00 , 350.00 , 350.00 , 350.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2363,V00024,Sep 2023,
 VIC1 ,Project,Meredith Wind Farm - KCI, Acciona Energy Global Australia, Wind Turbine - Onshore ,Wind - Wind,,60, 5.70 , 5.70 , 342.00 , 342.00 , 342.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2365,V00020,Feb 2025,13-03-2025
 NSW1 ,Project,Merino Solar Farm,Merino Solar Farm Pty Ltd as trustee for Merino Solar Farm Trust, Solar PV - Fixed ,Solar - Solar,,100, 3.38 , 3.38 , 338.00 , 338.00 , 338.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2211,N00084,Sep 2023,
 NSW1 ,Project,Merino Solar Farm,Merino Solar Farm Pty Ltd as trustee for Merino Solar Farm Trust, Storage - Battery ,Other - Other,,96, 3.22 , 3.22 , 309.12 , 309.12 , 309.12 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2211,N00084,Sep 2023,
 NSW1 ,Project,Merriwa Solar Farm and BESS,Valent Energy Developments Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,, Publicly Announced ,S,Nov 2027,,,Proposed, Solar ,2194,N00072,Feb 2025,13-03-2024
 NSW1 ,Project,Merriwa Solar Farm and BESS,Valent Energy Developments Pty Ltd, Storage - Battery ,Solar - Solar,,1,, 500.00 ,, 500.00 , 500.00 ,2000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2194,N00072,Feb 2025,13-03-2024
 NSW1 ,Existing Plant,Metz Solar Farm,Metz ProjectCo Pty Ltd as trustee for Metz ProjectCo Trust , Solar PV - Single axis tracking ,Solar - Solar,METZSF1,54, -   , 2.50 , -   , 135.00 , 135.00 ,, In Service ,SS,Apr 2023,2052,,Existing less Announced Withdrawal, Solar ,1628,,Feb 2025,27-03-2025
 QLD1 ,Project,Mica Creek Solar Farm,APA Group, Solar PV - Single axis tracking ,Solar - Solar,,1,, 88.00 ,, 88.00 , 88.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2239,,May 2025,
 QLD1 ,Project,Middle Creek Renewable Energy Hub - Wind,Cubico Sustainable Investments Australia Pty Ltd, Storage - Battery ,Wind - Wind,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3067,Q00237,,
 QLD1 ,Project,Middle Creek Renewable Energy Hub - Wind,Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 750.00 , 750.00 , 750.00 , 750.00 , 750.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,3067,Q00237,,
 QLD1 ,Project,Middlebrook Solar And BESS,Middlebrook Solar Farm Pty Ltd as trustee for MSF Project Trust, Solar PV - Single axis tracking ,Solar - Solar,,104,, 3.40 ,, 354.02 , 354.02 ,, Publicly Announced ,SS,May 2029,,,Proposed, Solar ,2430,N00071,Feb 2025,13-03-2025
 QLD1 ,Project,Middlebrook Solar And BESS,Middlebrook Solar Farm Pty Ltd as trustee for MSF Project Trust, Storage - Battery ,Solar - Solar,,130,, 2.98 ,, 387.14 , 387.14 ,640.00, Publicly Announced ,S,May 2029,,,Proposed, Battery Storage ,2430,N00071,Feb 2025,13-03-2025
 QLD1 ,Existing Plant,Middlemount Solar Farm,Capricorn SF No1 Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,MIDDLSF1,1, 26.00 , 26.00 , 26.00 , 26.00 , 26.00 ,, In Service ,SS,Jul 2021,2050,,Existing less Announced Withdrawal, Solar ,1537,,Feb 2025,19-03-2025
 TAS1 ,Existing Plant,Midlands Hydro,TBA, Hydro - Dam ,Hydro - Water,,1,, 6.00 ,, 6.00 , 6.00 ,, In Service ,NS,,,,Existing less Announced Withdrawal, Water ,2091,,,
 NSW1 ,Project,Midwest BESS,Midwest Solar Pty Ltd, Storage - Battery ,Solar - Solar,,1, 53.00 , 53.00 , 53.00 , 53.00 , 53.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3043,N00232,,
 NSW1 ,Project,Midwest Solar Farm,Midwest Solar Pty Ltd, Solar PV - Fixed ,Solar - Solar,,18, 4.20 , 4.20 , 75.60 , 75.60 , 75.60 ,, Publicly Announced ,SS,,,,Proposed, Solar ,3042,N00232,,
 VIC1 ,Project,Mildura Power Station,Ceramet, Solar PV - Single axis tracking ,Solar - Solar,,1, 9.60 , 9.60 , 9.60 , 9.60 , 9.60 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1430,,Sep 2023,
 QLD1 ,Project,Miles BESS Project,TBSOL, Storage - Battery ,Other - Other,,1,, 500.00 ,, 500.00 , 500.00 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2439,Q00093,Feb 2025,18-03-2025
 QLD1 ,Project,Miles Solar Project,Vena Energy, Solar PV - Fixed ,Solar - Solar,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1576,Q00090,Feb 2025,18-03-2025
 QLD1 ,Project,Millmerran BESS - Storage,Millmerran Power Partners, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2385,Q00061,Feb 2025,13-03-2025
 QLD1 ,Existing Plant,Millmerran Power Plant,Millmerran Power Partners, Turbine - Steam Super Critical ,Fossil - Black Coal,MPP_1,1,, 426.00 ,, 426.00 , 426.00 ,, In Service ,S,,2051,,Existing less Announced Withdrawal, Coal ,1134,,Feb 2025,07-03-2025
 QLD1 ,Existing Plant,Millmerran Power Plant,Millmerran Power Partners, Turbine - Steam Super Critical ,Fossil - Black Coal,MPP_2,1,, 426.00 ,, 426.00 , 426.00 ,, In Service ,S,,2051,,Existing less Announced Withdrawal, Coal ,1134,,Feb 2025,07-03-2025
 QLD1 ,Project,Millmerran Wind Farm,Millmerran Power Partners, Wind Turbine - Onshore ,Wind - Wind,,1, 250.00 , 250.00 , 250.00 , 250.00 , 250.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2384,Q00061,Feb 2025,07-03-2025
 NSW1 ,Project,Milpulling Wind Farm,Milpulling Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,, 7.20 ,, 7.20 , 7.20 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2977,,,
 SA1 ,Existing Plant,Mintaro GT,Synergen Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,MINTARO,1,, 90.00 ,, 90.00 , 90.00 ,, In Service ,S,,2030,,Existing less Announced Withdrawal, OCGT ,1135,,Feb 2025,05-03-2025
 QLD1 ,Project,Miriam Vale Solar Farm And BESS - A,Private Energy Partners Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2606,Q00125,,24-02-2025
 QLD1 ,Project,Miriam Vale Solar Farm And BESS - A,Private Energy Partners Pty Ltd, Storage - Battery ,Other - Other,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,100.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2606,Q00125,,24-02-2025
 QLD1 ,Project,Miriam Vale Solar Farm And BESS - B,Private Energy Partners Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,, Publicly Announced ,S,,,,Proposed, Solar ,2885,Q00185,,24-02-2025
 QLD1 ,Project,Miriam Vale Solar Farm And BESS - B,Private Energy Partners Pty Ltd, Storage - Battery ,Other - Other,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,100.00, Publicly Announced ,SS,,,,Proposed, Battery Storage ,2885,Q00185,,24-02-2025
 NSW1 ,Project,MNC000116 - Dubbo Firming Power Station,Squadron Energy Services Pty Ltd, Other - Other ,Fossil - Natural Gas,,1, -   , 57.00 , -   , 57.00 , 57.00 ,, Publicly Announced ,S,,,,Proposed, Gas other ,2579,,May 2025,14-03-2025
 NSW1 ,Project,Moah Creek Solar Farm (RES),Moah Creek Solar Development Co Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 350.00 , 350.00 , 350.00 , 350.00 , 350.00 ,, Publicly Announced ,SS,,2029,,Proposed, Solar ,2876,Q00138,May 2025,
 QLD1 ,Project,Moah Creek Wind Farm,Moah Creek Wind Farm Project Co Pty Ltd as trustee for the Moah Creek Wind Farm Project Trust, Wind Turbine - Onshore ,Wind - Wind,,60, 6.00 , 6.00 , 360.00 , 360.00 , 360.00 ,, Publicly Announced ,SS,Mar 2028,2058,,Proposed, Wind ,2253,Q00040,May 2025,14-03-2025
 NSW1 ,Project,Moama Solar Farm,Moama Propertyco Pty Ltd as trustee for the Moama Property Trust, Solar PV - Single axis tracking ,Solar - Solar,,2, 18.01 , 18.01 , 36.01 , 36.01 , 36.01 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1527,,May 2025,04-10-2024
 NSW1 ,Project,Moama Solar Farm,Moama Propertyco Pty Ltd as trustee for the Moama Property Trust, Solar PV - Single axis tracking ,Solar - Solar,,6, 6.00 , 6.00 , 36.01 , 36.01 , 36.01 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1527,,May 2025,04-10-2024
 SA1 ,Project,Mobilong BESS,Mobilong ProjectCo Pty Ltd, Storage - Battery ,Other - Other,,32, -   , 5.63 , -   , 180.16 , 180.16 ,720.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2552,S00052,Feb 2025,13-03-2025
 VIC1 ,Existing Plant,Mokoan Solar Farm (LightsourceBP),EE Solar 6 Pty Ltd as trustee for EE Solar 6 Trust, Solar PV - Single axis tracking ,Solar - Solar,MOKOSF1,1,, 46.00 ,, 46.00 , 46.00 ,, In Commissioning ,SS,Apr 2025,2055,,Existing less Announced Withdrawal, Solar ,2939,,May 2025,27-03-2025
 VIC1 ,Project,Mologa BESS,Potentia Energy Group P/L, Storage - Battery ,Other - Other,,1, 250.00 , 250.00 , 250.00 , 250.00 , 250.00 ,250.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2996,V00178,,
 NSW1 ,Project,Molong BESS (KCI),StorEnergy 3 Pty Ltd, Storage - Battery ,Other - Other,,48, 3.13 , 3.13 , 150.24 , 150.24 , 150.24 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2819,N00189,,
 NSW1 ,Existing Plant,Molong Solar Farm,Molong Operations co Pty Ltd ATF Molong Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,MOLNGSF1,22, 1.47 , 1.64 , 32.34 , 36.08 , 36.08 ,, In Service ,SS,Feb 2021,2045,,Existing less Announced Withdrawal, Solar ,1641,,Feb 2025,14-03-2025
 NSW1 ,Project,Molonglo BESS,ITP Developments P/L, Storage - Battery ,Other - Other,,1, 11.50 , 11.50 , 11.50 , 11.50 , 11.50 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3026,,May 2025,
 SA1 ,Project,Monash Solar Farm - KCI, 1265 Warnecke Rd Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 100.00 , 100.00 , 100.00 , 100.00 , 100.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2366,S00001,Sep 2023,
 QLD1 ,Project,Monduran BESS,Eku Energy Projects (Australia) Pty Ltd as trustee for the Eku Energy Projects (Australia) Trust, Storage - Battery ,Other - Other,,1,, 300.00 ,, 300.00 , 300.00 ,1200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2853,Q00186,,18-03-2025
 VIC1 ,Project,Moonah Solar Farm - KCI, Venn Energy Pty Ltd / Moonah Solar Project Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,42,, 4.20 ,, 176.40 , 176.40 ,, Publicly Announced ,SS,,2058,,Proposed, Solar ,2364,V00056,Feb 2025,11-03-2025
 QLD1 ,Project,Moonlight Range Wind Farm,Brookfield, Wind Turbine - Onshore ,Wind - Wind,,1,, 400.00 ,, 400.00 , 400.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2465,Q00106,May 2025,
 QLD1 ,Project,Moonlight Range Wind Farm,Brookfield, Storage - Battery ,Other - Other,,1,, 400.00 ,, 400.00 , 400.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2465,Q00106,May 2025,
 VIC1 ,Project,Moorabool BESS,Neoen Australia Pty Ltd, Storage - Battery ,Other - Other,MOORBESS,1, -   , 300.00 , -   , 300.00 , 300.00 ,1200.00, Publicly Announced ,S,,2052,,Proposed, Battery Storage ,2398,,Feb 2025,13-03-2025
 VIC1 ,Existing Plant,Moorabool Wind Farm,Moorabool Wind Farm Interface Company Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MOORAWF1,104, 3.00 , 3.00 , 312.00 , 312.00 , 312.00 ,, In Service ,SS,Jul 2022,2044,,Existing less Announced Withdrawal, Wind ,1425,,May 2025,28-02-2024
 NSW1 ,Project,Moorebank Logistics Park Project,Energy Bay Fund Management, Solar PV - Fixed ,Solar - Solar,,60, 2.00 , 2.00 , 120.00 , 120.00 , 120.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2216,N00087,Sep 2023,
 NSW1 ,Project,Moorebank Logistics Park Project,Energy Bay Fund Management, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2216,N00087,Sep 2023,
 QLD1 ,Existing Plant,Moranbah Generation Project,SUSTAINABLE ENERGY INFRASTRUCTURE , Reciprocating Engine - Compression ignition ,Fossil - Waste Coal Mine Gas,,8,, 1.57 ,, 12.56 , 12.56 ,, In Service ,NS,,,,Existing less Announced Withdrawal, Gas other ,1250,Q00208,Oct 2024,11-03-2025
 QLD1 ,Existing Plant,Moranbah North,EDL Projects Australia Pty Ltd, Reciprocating Engine - Spark ignition ,Fossil - Waste Coal Mine Gas,MBAHNTH,21,, 3.04 ,, 63.84 , 63.84 ,, In Service ,NS,,2038,,Existing less Announced Withdrawal, Gas other ,1136,,Oct 2024,10-10-2024
 NSW1 ,Project,Moree BESS,AE BESS 2 PTY LTD AS TRUSTEE FOR AE BESS 2 UNIT TRUST , Storage - Battery ,Other - Other,,1, 120.00 , 120.00 , 120.00 , 120.00 , 120.00 ,480.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2574,N00135,Feb 2025,13-03-2025
 NSW1 ,Existing Plant,Moree Solar Farm,Moree Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,MOREESF1,56,, 1.00 ,, 56.00 , 56.00 ,, In Service ,SS,,2046,,Existing less Announced Withdrawal, Solar ,1318,,Feb 2025,24-02-2025
 VIC1 ,Project,Moreton Hill Wind Farm,Moreton Hill Wind Farm Nominees Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,57, -   , 6.80 , -   , 387.60 , 387.60 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2612,V00116,,14-03-2025
 SA1 ,Project,Morgan Battery,NEMMCO, Storage - Battery ,Other - Other,,1, 30.00 , 30.00 , 30.00 , 30.00 , 30.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2417,,May 2025,11-10-2024
 SA1 ,Project,Morgan Long Duration Energy Storage - KCI,Origin Energy, Storage - Battery ,Other - Other,,1, 40.00 , 40.00 , 40.00 , 40.00 , 40.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2733,S00062,May 2025,
 SA1 ,Project,Morgan Solar,Green Gold Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,,1, 108.00 , 108.00 , 108.00 , 108.00 , 108.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2548,S00037,Feb 2025,18-03-2025
 SA1 ,Existing Plant,Morgan To Whyalla Pipeline No 1 PS And Water Filtration Plant,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MWPS1PV1,2,, 2.75 ,, 5.50 , 5.50 ,, In Service ,SS,Aug 2022,2031,,Existing less Announced Withdrawal, Solar ,1849,,Feb 2025,05-03-2025
 SA1 ,Existing Plant,Morgan To Whyalla Pipeline No 2 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MWPS2PV1,2,, 2.75 ,, 5.50 , 5.50 ,, In Service ,SS,Jun 2022,2041,,Existing less Announced Withdrawal, Solar ,1850,,Feb 2025,05-03-2025
 SA1 ,Existing Plant,Morgan To Whyalla Pipeline No 3 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MWPS3PV1,3,, 2.50 ,, 7.50 , 7.50 ,, In Service ,SS,Jun 2022,2045,,Existing less Announced Withdrawal, Solar ,1851,,Feb 2025,05-03-2025
 SA1 ,Existing Plant,Morgan To Whyalla Pipeline No 4 PS,South Australian Water Corporation, Solar PV - Single axis tracking ,Solar - Solar,MWPS4PV1,2,, 2.75 ,, 5.50 , 5.50 ,, In Service ,SS,Aug 2022,2041,,Existing less Announced Withdrawal, Solar ,1852,,Feb 2025,05-03-2025
 VIC1 ,Project,Mornington BESS,Mornington BESS Project Pty Ltd as Trustee of Mornington BESS Project Trust, Storage - Battery ,Other - Other,,1,, 240.00 ,, 240.00 , 240.00 ,480.00, Committed ,S,Feb 2026,2046,,Committed, Battery Storage ,1945,V00003,May 2025,13-03-2024
 VIC1 ,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,MORTLK11,1,, 292.00 ,, 292.00 , 292.00 ,, In Service ,S,,2047,,Existing less Announced Withdrawal, OCGT ,1139,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas Pipeline,MORTLK12,1,, 292.00 ,, 292.00 , 292.00 ,, In Service ,S,,2047,,Existing less Announced Withdrawal, OCGT ,1139,,Feb 2025,14-03-2025
 VIC1 ,Project,Mortlake,Origin Energy Power Limited, Turbine - OCGT ,Fossil - Natural Gas,,4, 50.00 , 50.00 , 200.00 , 200.00 , 200.00 ,, Publicly Announced ,S,,,,Proposed, OCGT ,1139,,Feb 2025,14-03-2025
 VIC1 ,Project,Mortlake Battery,BORAL, Storage - Battery ,Other - Other,,1,, 300.00 ,, 300.00 , 300.00 ,600.00, Committed* ,S,Mar 2027,2056,,Committed, Battery Storage ,1882,V00018,May 2025,03-04-2025
 VIC1 ,Project,Mortlake Energy Hub,brightnightpower_NR, Solar PV - Single axis tracking ,Solar - Solar,,76,, 4.39 ,, 333.64 , 333.64 ,, Anticipated ,SS,Dec 2027,2062,,Anticipated, Solar ,2022,V00077,May 2025,12-03-2025
 VIC1 ,Project,Mortlake Energy Hub,brightnightpower_NR, Storage - Battery ,Solar - Solar,,72,, 4.39 ,, 316.08 , 316.08 ,1200.00, Anticipated ,S,Dec 2027,2062,,Anticipated, Battery Storage ,2022,V00077,May 2025,12-03-2025
 VIC1 ,Existing Plant,Mortlake South Wind Farm,Mortlake South Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MRTLSWF1,35, 4.50 , 4.50 , 157.50 , 157.50 , 157.50 ,, In Service ,SS,May 2023,2047,,Existing less Announced Withdrawal, Wind ,1138,,Feb 2025,05-03-2025
 VIC1 ,Existing Plant,Mortons Lane Wind Farm,Mortons Lane Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,MLWF1,13, 1.50 , 1.50 , 19.50 , 19.50 , 19.50 ,, In Service ,NS,Jul 2021,,,Existing less Announced Withdrawal, Wind ,1331,,Oct 2024,18-09-2024
 NSW1 ,Project,Morundah Battery Storage,Photon Energy Engineering Australia Pty Ltd., Storage - Battery ,Solar - Solar,,10, 30.00 , 30.00 , 300.00 , 300.00 , 300.00 ,300.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2588,N00137,May 2025,
 NSW1 ,Project,Morundah Solar Power Plant (Thermal),Photon Energy Engineering Australia Pty Ltd., Solar Thermal - Central collector ,Solar - Solar,,300, 2.00 , 2.00 , 600.00 , 600.00 , 600.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2587,N00137,May 2025,
 VIC1 ,Project,Morwell BESS,ACE Power Development 2 Pty Ltd, Storage - Battery ,Other - Other,,218, 3.60 , 3.60 , 784.80 , 784.80 , 784.80 ,4000.00, Publicly Announced ,S,,2057,,Proposed, Battery Storage ,2654,V00137,May 2024,03-06-2024
 QLD1 ,Project,Mount Britton BESS1,firmpower_NR, Storage - Battery ,Other - Other,,1, 377.54 , 377.54 , 377.54 , 377.54 , 377.54 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2970,,,18-03-2025
 QLD1 ,Project,Mount Britton BESS2,firmpower_NR, Storage - Battery ,Other - Other,,1, 377.54 , 377.54 , 377.54 , 377.54 , 377.54 ,1000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2971,,,18-03-2025
 QLD1 ,Existing Plant,Mount Emerald,Ratch Australia, Wind Turbine - Onshore ,Wind - Wind,MEWF1,53, 3.41 , 3.41 , 180.52 , 180.52 , 180.52 ,, In Service ,SS,Oct 2018,2043,,Existing less Announced Withdrawal, Wind ,1258,,Feb 2025,11-03-2025
