Region,Asset Type, Site Name , Owner , Technology Type , Fuel Type , DUID ,Number of Units,Lower Nameplate Capacity (MW),Upper Nameplate Capacity (MW),Aggregated Lower Nameplate Capacity (MW),Aggregated Upper Nameplate Capacity (MW),Nameplate Capacity (MW),Storage Capacity (MWh),Unit Status,Dispatch Type,Full Commercial Use Date,Expected Closure Year,Closure Date,Status Bucket Summary,Fuel Bucket Summary,SurveyId, AEMO KCI Id , Survey Last Requested , Survey Version DateTime 
 SA1 ,Project,Tungkillo South BESS,RES Australia Pty Ltd, Storage - Battery ,Other - Other,,1,, 270.00 ,, 270.00 , 270.00 ,1215.00, Publicly Announced ,S,Jun 2029,2058,,Proposed, Battery Storage ,2735,S00064,,
 QLD1 ,Project,Tyrone BESS,European Energy Australia P/L, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2677,Q00143,,
 QLD1 ,Project,Tyrone Solar,European Energy Australia P/L, Solar PV - Fixed ,Solar - Solar,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2676,Q00143,,
 QLD1 ,Project,Ulinda Park BESS,Ulinda Park ProjectCo Pty Ltd, Storage - Battery ,Other - Other,ULBESS1,52, -   , 2.98 , -   , 154.96 , 154.96 ,298.00, Committed ,S,Dec 2025,2065,,Committed, Battery Storage ,2016,Q00087,May 2025,09-03-2025
 NSW1 ,Project,Ulladulla Offshore Wind Farm,OceanEx Energy, Wind Turbine - Offshore ,Wind - Wind,,1,," 2,000.00 ",," 2,000.00 "," 2,000.00 ",, Publicly Announced ,SS,Jan 2035,,,Proposed, Wind ,2025,,May 2025,
 QLD1 ,Project,Upper Calliope Solar Farm (side A),European Energy S/A, Solar PV - Fixed ,Solar - Solar,,1, 291.00 , 291.00 , 291.00 , 291.00 , 291.00 ,, Publicly Announced ,TBA,,,,Proposed, Solar ,2494,Q00095,Sep 2023,
 NSW1 ,Project,Upper Hunter BESS,Maizewood Pty Ltd., Storage - Battery ,Other - Other,,200, 2.00 , 2.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,TBA,,,,Proposed, Battery Storage ,2772,N00177,,
 NSW1 ,Project,Upper Hunter Energy Park - Solar,Upper Hunter Energy Park Pty Ltd, Solar PV - Fixed ,Solar - Solar,,5,, 2.00 ,, 10.00 , 10.00 ,, Publicly Announced ,SS,,2051,,Proposed, Solar ,1660,,Feb 2025,04-03-2025
 NSW1 ,Project,Upper Hunter Energy Park - Wind,Upper Hunter Energy Park Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,18,, 4.20 ,, 75.60 , 75.60 ,, Publicly Announced ,SS,,2051,,Proposed, Wind ,1275,,Feb 2025,03-03-2025
 NSW1 ,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,UPPTUMUT,4,, 72.00 ,, 288.00 , 288.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1217,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Upper Tumut,Snowy Hydro Ltd, Hydro - Dam ,Hydro - Water,UPPTUMUT,4,, 82.00 ,, 328.00 , 328.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, Water ,1217,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ11,1, 173.00 , 173.00 , 173.00 , 173.00 , 173.00 ,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ12,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ13,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb 2025,14-03-2025
 NSW1 ,Existing Plant,Uranquinty,Origin Energy Uranquinty Power Pty Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,URANQ14,1,, 173.00 ,, 173.00 , 173.00 ,, In Service ,S,,2044,,Existing less Announced Withdrawal, OCGT ,1218,,Feb 2025,14-03-2025
 NSW1 ,Project,Uungula BESS,Squadron Energy Services Pty Ltd, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2801,,Feb 2025,14-03-2025
 NSW1 ,Project,Uungula Wind Farm,Uungula Wind Farm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,69, 6.00 , 6.00 , 414.00 , 414.00 , 414.00 ,, Committed ,SS,Feb 2028,2057,,Committed, Wind ,1283,N00073,May 2025,27-05-2025
 QLD1 ,Existing Plant,Valdora Solar Farm,Diamond Energy Pty Ltd, Solar PV - Fixed ,Solar - Solar,VALDORA1,1,, 15.00 ,, 15.00 , 15.00 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Solar ,2864,,,
 NSW1 ,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal,VP5,1, 250.00 , 660.00 , 250.00 , 660.00 , 660.00 ,, In Service ,S,,2033,,Existing less Announced Withdrawal, Coal ,1219,,May 2025,27-05-2025
 NSW1 ,Existing Plant,Vales Point B,Delta Electricity, Turbine - Steam Sub Critical ,Fossil - Black Coal,VP6,1, 250.00 , 660.00 , 250.00 , 660.00 , 660.00 ,, In Service ,S,,2033,,Existing less Announced Withdrawal, Coal ,1219,,May 2025,27-05-2025
 NSW1 ,Project,Vales Point BESS,Delta Power and Energy (Vales Point) Pty Ltd trading as Delta Electricity, Storage - Battery ,Other - Other,,1, 400.00 , 400.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3048,N00235,,
 NSW1 ,Project,Vales Point Solar,Delta Electricity, Solar PV - Fixed ,Solar - Solar,,1, 55.00 , 55.00 , 55.00 , 55.00 , 55.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1490,,Feb 2025,12-03-2025
 NSW1 ,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind,,1,, 148.00 ,, 148.00 , 148.00 ,, Anticipated ,SS,Jul 2030,2080,,Anticipated, Wind ,2892,,May 2025,25-03-2025
 NSW1 ,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind,,1,, 319.00 ,, 319.00 , 319.00 ,, Anticipated ,SS,Dec 2029,2079,,Anticipated, Wind ,2892,,May 2025,25-03-2025
 NSW1 ,Project,Valley of the Winds,ACEN Renewables, Wind Turbine - Onshore ,Wind - Wind,,1, 452.00 , 452.00 , 452.00 , 452.00 , 452.00 ,, Anticipated ,SS,Apr 2030,2080,,Anticipated, Wind ,2892,,May 2025,25-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS1,1, 50.00 , 50.00 , 50.00 , 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS2,1,, 50.00 ,, 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS3,1,, 50.00 ,, 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS4,1,, 50.00 ,, 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS5,1,, 50.00 ,, 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 VIC1 ,Existing Plant,Valley Power,Snowy Hydro Ltd, Turbine - OCGT ,Fossil - Natural Gas Pipeline,VPGS6,1,, 50.00 ,, 50.00 , 50.00 ,, In Service ,S,,2070,,Existing less Announced Withdrawal, OCGT ,1220,,Feb 2025,14-03-2025
 SA1 ,Project,Vast Solar 1, Vast Solar 1 Pty Ltd, Solar Thermal - Other ,Solar - Solar,,1,, 34.00 ,, 34.00 , 34.00 ,, Publicly Announced ,SS,,2055,,Proposed, Solar ,2311,S00027,Feb 2025,14-03-2025
 QLD1 ,Existing Plant,Victoria Mill,Wilmar Sugar (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse,,1,, 5.00 ,, 5.00 , 5.00 ,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Biomass ,1221,,Oct 2024,11-03-2025
 QLD1 ,Existing Plant,Victoria Mill,Wilmar Sugar (Herbet) Pty Ltd, Turbine - Steam Sub Critical ,Renewable Biomass or Waste - Bagasse,,1,, 19.00 ,, 19.00 , 19.00 ,, In Service ,NS,,2035,,Existing less Announced Withdrawal, Biomass ,1221,,Oct 2024,11-03-2025
 VIC1 ,Existing Plant,Victorian Big Battery,Victorian Big Battery Pty Ltd, Storage - Battery ,Other - Other,VBB1,1,, 300.00 ,, 300.00 , 300.00 ,470.00, In Service ,S,Dec 2021,2041,,Existing less Announced Withdrawal, Battery Storage ,1864,,May 2025,26-03-2025
 NSW1 ,Project,Vineyard BESS,Global Power Generation Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 200.00 , 200.00 , 200.00 , 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2528,N00118,Feb 2025,06-10-2023
 NSW1 ,Project,Wagga North Battery Energy Storage System,AE BESS 2 Pty Ltd, Storage - Battery ,Other - Other,,1, 120.00 , 120.00 , 120.00 , 120.00 , 120.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3041,N00230,,
 NSW1 ,Project,Wagga North BESS - KCI,ZEN Energy Future Pty Ltd, Storage - Battery ,Solar - Solar,,1,, 105.00 ,, 105.00 , 105.00 ,420.00, Publicly Announced ,S,Jun 2028,,,Proposed, Battery Storage ,2701,N00169,May 2025,17-03-2025
 NSW1 ,Project,Wagga North BESS (IB Vogt) - KCI,Ib vogt Development Australia Pty Ltd, Storage - Battery ,Other - Other,,42, 2.86 , 2.86 , 120.12 , 120.12 , 120.12 ,480.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2817,N00184,,13-03-2025
 NSW1 ,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,WAGGNSF1,12, 1.64 , 1.64 , 19.64 , 19.64 , 19.64 ,, In Commissioning ,SS,Jul 2023,2050,,Existing less Announced Withdrawal, Solar ,1514,,May 2025,13-03-2025
 NSW1 ,Existing Plant,Wagga North Solar Farm,Wagga Wagga Operationsco Pty Ltd as trustree for Wagga Wagga Operations Trust, Solar PV - Single axis tracking ,Solar - Solar,WAGGNSF1,22,, 1.64 ,, 36.01 , 36.01 ,, In Commissioning ,SS,,2050,,Existing less Announced Withdrawal, Solar ,1514,,May 2025,13-03-2025
 NSW1 ,Project,Wagga North Solar Farm BESS, Wagga Wagga Operationsco Pty Ltd as trustee for the Wagga Wagga Operations Trust, Storage - Battery ,Solar - Solar,,1, 15.00 , 15.00 , 15.00 , 15.00 , 15.00 ,30.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2199,N00062,Feb 2025,13-03-2025
 NSW1 ,Project,Wagga Wagga BESS,tetrisenergy_nr, Storage - Battery ,Other - Other,,1,, 415.00 ,, 415.00 , 415.00 ,1660.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2956,,,13-03-2025
 NSW1 ,Project,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar,WLWLSF1,48,, 3.17 ,, 151.97 , 151.97 ,, In Commissioning ,SS,Mar 2025,2054,,Existing less Announced Withdrawal, Solar ,1712,,May 2025,21-03-2025
 NSW1 ,Project,Walla Walla Solar Farm,FRV Australia (Walla Walla Asset Co Pty Ltd (ACN 634 728 868) as trustee for the Walla Walla Asset Trust), Solar PV - Single axis tracking ,Solar - Solar,WLWLSF2,48,, 3.17 ,, 151.97 , 151.97 ,, In Commissioning ,SS,Mar 2025,2054,,Existing less Announced Withdrawal, Solar ,1712,,May 2025,21-03-2025
 NSW1 ,Project,Wallabadah BESS,North Harbour Clean Energy P/L, Storage - Battery ,Other - Other,,200, 2.00 , 2.00 , 400.00 , 400.00 , 400.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2928,N00202,,
 NSW1 ,Project,Wallaroo Solar Farm,New Energy development and Univergy Solar Joint venture (SPV) Wallaroo Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,,36, -   , 3.40 , -   , 122.40 , 122.40 ,0.00, Publicly Announced ,SS,,,,Proposed, Solar ,1861,N00004,May 2025,
 NSW1 ,Project,Wallerawang 9 BESS,Greenspot Wallerawang Pty Ltd as trustee for the Greenspot Wallerawang Unit Trust, Storage - Battery ,Other - Other,,1, 1.00 , 300.00 , 1.00 , 300.00 , 1.00 - 300.00 ,600.00, Publicly Announced ,S,,2050,,Proposed, Battery Storage ,1967,,Feb 2025,12-03-2025
 NSW1 ,Existing Plant,Wallgrove Grid Battery project,TransGrid, Storage - Battery ,Other - Other,WALGRV1,1, 50.00 , 50.00 , 50.00 , 50.00 , 50.00 ,75.00, In Service ,S,Dec 2021,2036,,Existing less Announced Withdrawal, Battery Storage ,1874,N00006,Feb 2025,19-03-2025
 QLD1 ,Project,Wambo Wind Farm, Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,WAMBOWF1,1, 252.00 , 252.00 , 252.00 , 252.00 , 252.00 ,, Committed ,SS,Feb 2025,,,Committed, Wind ,2287,Q00028,May 2025,
 QLD1 ,Project,Wambo Wind Farm, Cubico Sustainable Investments Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1, 248.00 , 248.00 , 248.00 , 248.00 , 248.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2287,Q00028,May 2025,
 QLD1 ,Project,Wamuran BESS - KCI,RTB Renewables Pty Ltd, Storage - Battery ,Other - Other,,1,, 630.00 ,, 630.00 , 630.00 ,630.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3000,Q00204,,
 QLD1 ,Existing Plant,Wandoan South BESS,Vena Evergy, Storage - Battery ,Other - Other,WANDB1,1,, 100.00 ,, 100.00 , 100.00 ,150.00, In Service ,S,Jul 2022,2051,,Existing less Announced Withdrawal, Battery Storage ,1762,,Feb 2025,18-03-2025
 QLD1 ,Existing Plant,Wandoan South Solar Stage 1,Vena Evergy, Solar PV - Single axis tracking ,Solar - Solar,WANDSF1,1, 160.00 , 160.00 , 160.00 , 160.00 , 160.00 ,, In Commissioning ,SS,Aug 2023,2053,,Existing less Announced Withdrawal, Solar ,1455,Q00007,May 2025,18-03-2025
 QLD1 ,Project,Wandoan South Solar Stage 2,TBSOL, Solar PV - Single axis tracking ,Solar - Solar,,1,, 240.00 ,, 240.00 , 240.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2437,,Feb 2025,18-03-2025
 NSW1 ,Project,Waratah Super Battery,Munmorah Battery ProjectCo Pty Ltd, Storage - Battery ,Other - Other,WTAHB1,288, -   , 2.95 , -   , 850.18 , 850.18 ,1680.00, Committed ,S,Aug 2025,2065,,Committed, Battery Storage ,2220,N00091,May 2025,09-03-2025
 VIC1 ,Project,Warracknabeal Wind Farm,WestWind Energy Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,200, 6.20 , 7.50 ," 1,240.00 "," 1,500.00 ", 1240.00 - 1500.00 ,, Publicly Announced ,SS,,2058,,Proposed, Wind ,1636,V00163,Feb 2025,25-03-2025
 VIC1 ,Project,Warrenheip BESS,AE Solar 6 Pty Ltd as Trustee for AE Solar 6 Unit Trust, Storage - Battery ,Other - Other,,1,, 240.00 ,, 240.00 , 240.00 ,240.00, Publicly Announced ,SS,,,,Proposed, Battery Storage ,2998,V00175,,
 QLD1 ,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar,WARWSF1,8, 4.01 , 4.01 , 32.10 , 32.10 , 32.10 ,, In Service ,SS,Apr 2023,2046,,Existing less Announced Withdrawal, Solar ,1530,,Feb 2025,27-03-2025
 QLD1 ,Existing Plant,Warwick Solar Farm,The University of Queensland, Solar PV - Single axis tracking ,Solar - Solar,WARWSF2,8, 4.01 , 4.01 , 32.10 , 32.10 , 32.10 ,, In Service ,SS,Apr 2023,2045,,Existing less Announced Withdrawal, Solar ,1530,,Feb 2025,27-03-2025
 SA1 ,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,WATERLWF,6,, 3.30 ,, 19.80 , 19.80 ,, In Service ,SS,,2051,,Existing less Announced Withdrawal, Wind ,1223,,Feb 2025,06-03-2025
 SA1 ,Existing Plant,Waterloo Wind Farm,Waterloo Windfarm Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,WATERLWF,37,, 3.00 ,, 111.00 , 111.00 ,, In Service ,SS,,2045,,Existing less Announced Withdrawal, Wind ,1223,,Feb 2025,06-03-2025
 VIC1 ,Project,Watta Wella Power Station, RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,45,, 6.80 ,, 306.00 , 306.00 ,, Publicly Announced ,SS,Dec 2030,2060,,Proposed, Wind ,2254,V00034,,
 VIC1 ,Project,Watta Wella Wind Farm - KCI,RES Australia Pty Ltd, Wind Turbine - Onshore ,Wind - Wind,,1,, 376.00 ,, 376.00 , 376.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2997,,May 2025,
 NSW1 ,Project,Wattle Creek Energy Hub - Battery Storage,Wattle Creek Energy Hub P/L, Storage - Battery ,Other - Other,,1,, 350.00 ,, 350.00 , 350.00 ,1400.00, Publicly Announced ,S,Oct 2028,,,Proposed, Battery Storage ,2634,N00143,Feb 2025,10-03-2025
 NSW1 ,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Solar PV - Fixed ,Solar - Solar,,1, 265.00 , 265.00 , 265.00 , 265.00 , 265.00 ,, Publicly Announced ,SS,Dec 2028,,,Proposed, Solar ,2635,N00143,Feb 2025,10-03-2025
 NSW1 ,Project,Wattle Creek Energy Hub - Solar / BESS,Wattle Creek Energy Hub P/L, Storage - Battery ,Solar - Solar,,1,, 100.00 ,, 100.00 , 100.00 ,200.00, Publicly Announced ,SS,Dec 2028,,,Proposed, Battery Storage ,2635,N00143,Feb 2025,10-03-2025
 SA1 ,Existing Plant,Wattle Point,Infrastructure Capital Group, Wind Turbine - Onshore ,Wind - Wind,WPWF,55, 1.65 , 1.65 , 90.75 , 90.75 , 90.75 ,, In Service ,NS,,2031,,Existing less Announced Withdrawal, Wind ,1224,,Oct 2024,11-03-2025
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,15,, 1.50 ,, 22.50 , 22.50 ,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Oct 2024,23-02-2024
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,51,, 1.50 ,, 76.50 , 76.50 ,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Oct 2024,23-02-2024
 VIC1 ,Existing Plant,Waubra,Pyrenees Wind Energy Developments, Wind Turbine - Onshore ,Wind - Wind,WAUBRAWF,62,, 1.50 ,, 93.00 , 93.00 ,, In Service ,NS,,2034,,Existing less Announced Withdrawal, Wind ,1225,,Oct 2024,23-02-2024
 VIC1 ,Project,Waubra BESS - KCI,Acciona Energy Australia Global, Storage - Battery ,Other - Other,,1,, 200.00 ,, 200.00 , 200.00 ,200.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2780,V00156,Feb 2025,18-03-2025
 TAS1 ,Project,Weasel Solar Farm And BESS - KCI,Weasel Solar Farm P/L, Solar PV - Fixed ,Solar - Solar,,34, 4.24 , 4.24 , 144.16 , 144.16 , 144.16 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2856,T00034,,
 TAS1 ,Project,Weasel Solar Farm And BESS - KCI,Weasel Solar Farm P/L, Storage - Battery ,Solar - Solar,,40, 3.60 , 3.60 , 144.00 , 144.00 , 144.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2856,T00034,,
 NSW1 ,Project,Wee Jasper Wind Farm,tetrisenergy_nr, Wind Turbine - Onshore ,Wind - Wind,,1,, 350.00 ,, 350.00 , 350.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2959,,,13-03-2025
 NSW1 ,Project,Wellington A-CAES,Hydrostor Australia Holdings P/L, Storage - Other ,Other - Other,,4, 125.00 , 125.00 , 500.00 , 500.00 , 500.00 ,4000.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2913,N00216,,13-03-2025
 NSW1 ,Project,Wellington BESS - Stage 1,AMPYR, Storage - Battery ,Other - Other,,1, 300.00 , 300.00 , 300.00 , 300.00 , 300.00 ,600.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,3025,N00055,May 2025,
 NSW1 ,Project,Wellington BESS - Stage 2,AMPYR Australia Pty Ltd, Storage - Battery ,Other - Other,,1,, 200.00 ,, 200.00 , 200.00 ,400.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2699,N00166,May 2025,15-11-2024
 NSW1 ,Project,Wellington North BESS - KCI, Lightsource Development Services Australia Pty Ltd, Storage - Battery ,Other - Other,,1, 500.00 , 500.00 , 500.00 , 500.00 , 500.00 ,0.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2189,N00050,May 2025,
 NSW1 ,Project,Wellington North Solar Farm,AGL Hydro Partnership, Solar PV - Fixed ,Solar - Solar,,300, 0.66 , 1.00 , 198.00 , 300.00 , 198.00 - 300.00 ,, Publicly Announced ,SS,,,,Proposed, Solar ,1619,,Feb 2025,11-03-2025
 NSW1 ,Existing Plant,Wellington North Solar Farm (Lightsource),Wellington North Solar Farm Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WELNSF1,104,, 4.20 ,, 436.80 , 436.80 ,, In Service ,SS,Oct 2024,2064,,Existing less Announced Withdrawal, Solar ,1960,N00047,Feb 2025,01-04-2025
 NSW1 ,Existing Plant,Wellington Solar Farm,Lightsource Australia SPV 4 Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WELLSF1,132,, 1.64 ,, 216.08 , 216.08 ,, In Service ,SS,Dec 2022,2051,,Existing less Announced Withdrawal, Solar ,1515,,Feb 2025,31-03-2025
 VIC1 ,Existing Plant,Wemen Solar Farm,Wemen Asset Co Pty Ltd as Trustee to Wemen Solar Unit Trust, Solar PV - Single axis tracking ,Solar - Solar,WEMENSF1,39, 2.05 , 2.50 , 79.95 , 97.50 , 97.50 ,, In Service ,SS,Mar 2019,2049,,Existing less Announced Withdrawal, Solar ,1563,,Feb 2025,09-03-2025
 NSW1 ,Existing Plant,West Illawarra Leagues Club,Western Suburbs Leagues Club, Reciprocating Engine - Compression ignition ,Fossil - Diesel,WESTILL1,2, -   , 0.72 , -   , 1.43 , 1.43 ,, In Service ,NS,,2050,,Existing less Announced Withdrawal, Other ,1226,,Oct 2024,23-09-2024
 VIC1 ,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,WKIEWA1,2,, 17.00 ,, 34.00 , 34.00 ,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1227,,Feb 2025,11-03-2025
 VIC1 ,Existing Plant,West Kiewa,AGL Hydro Partnership, Hydro - Dam ,Hydro - Water,WKIEWA2,2,, 17.00 ,, 34.00 , 34.00 ,, In Service ,S,,2057,,Existing less Announced Withdrawal, Water ,1227,,Feb 2025,11-03-2025
 VIC1 ,Project,West Mokoan Solar Farm,West Mokoan Solar Farm, Solar PV - Single axis tracking ,Solar - Solar,,112,, 3.58 ,, 400.40 , 400.40 ,, Publicly Announced ,SS,,,,Proposed, Solar ,2000,V00105,May 2025,01-04-2025
 VIC1 ,Project,West Mokoan Solar Farm,West Mokoan Solar Farm, Storage - Battery ,Other - Other,,60,, 2.67 ,, 159.96 , 159.96 ,560.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2000,V00105,May 2025,01-04-2025
 NSW1 ,Project,West Wellington Wind Farm,Mint Renewables, Wind Turbine - Onshore ,Wind - Wind,,65, 7.20 , 7.20 , 468.00 , 468.00 , 468.00 ,, Publicly Announced ,SS,,,,Proposed, Wind ,2925,N00206,May 2025,
 NSW1 ,Project,West Wyalong BESS,Lightsource BP, Storage - Battery ,Other - Other,,1, 50.00 , 50.00 , 50.00 , 50.00 , 50.00 ,90.00, Publicly Announced ,S,,,,Proposed, Battery Storage ,2802,,May 2025,
 NSW1 ,Existing Plant,West Wyalong Solar Farm,West Wyalong Fund Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WSTWYSF1,29,, 3.63 ,, 105.27 , 105.27 ,, In Service ,SS,Dec 2022,2058,,Existing less Announced Withdrawal, Solar ,1904,,Feb 2025,01-04-2025
 QLD1 ,Existing Plant,Western Downs Battery - Stage 1 And 2,Western Downs BESS Pty Ltd as trustee for Western Downs BESS Trust, Storage - Battery ,Other - Other,WDBESS1,140, -   , 1.82 , -   , 254.94 , 254.94 ,510.00, In Commissioning ,S,Dec 2024,2048,,Existing less Announced Withdrawal, Battery Storage ,1966,,May 2025,24-03-2025
 QLD1 ,Project,Western Downs Gas Peaking Plant - KCI, PowerGen P51 Pty Ltd, Turbine - CCGT ,Other - Other,,1, 207.00 , 207.00 , 207.00 , 207.00 , 207.00 ,, Publicly Announced ,TBA,,,,Proposed, CCGT ,2289,Q00033,Sep 2023,
 QLD1 ,Existing Plant,Western Downs Green Power Hub P/L,Western Downs Green Power Hub Pty Ltd, Solar PV - Single axis tracking ,Solar - Solar,WDGPH1,167, 0.02 , 2.40 , 3.34 , 399.97 , 399.97 ,, In Service ,SS,Jan 2023,2046,,Existing less Announced Withdrawal, Solar ,2011,,Feb 2025,06-03-2025
